Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday,Sales_per_person
85,5,2015-04-03,13738,1812,1,1,b,1,7.581677704
85,4,2015-04-02,10449,1317,1,1,0,1,7.933940774
85,3,2015-04-01,9980,1196,1,1,0,1,8.344481605
85,2,2015-03-31,9013,1111,1,1,0,1,8.112511251
85,1,2015-03-30,9651,1206,1,1,0,1,8.002487562
85,7,2015-03-29,10433,1430,1,0,0,0,7.295804196
85,6,2015-03-28,6508,930,1,0,0,0,6.997849462
85,5,2015-03-27,6524,945,1,0,0,0,6.903703704
85,4,2015-03-26,5833,850,1,0,0,0,6.862352941
85,3,2015-03-25,5348,856,1,0,0,0,6.247663551
85,2,2015-03-24,5333,839,1,0,0,0,6.356376639
85,1,2015-03-23,6441,952,1,0,0,0,6.765756303
85,7,2015-03-22,12561,1780,1,0,0,0,7.056741573
85,6,2015-03-21,5460,775,1,0,0,0,7.04516129
85,5,2015-03-20,6912,963,1,1,0,0,7.177570093
85,4,2015-03-19,6390,928,1,1,0,0,6.885775862
85,3,2015-03-18,6749,924,1,1,0,0,7.304112554
85,2,2015-03-17,7002,939,1,1,0,0,7.45686901
85,1,2015-03-16,8318,1091,1,1,0,0,7.624197984
85,7,2015-03-15,12554,1719,1,0,0,0,7.303083188
85,6,2015-03-14,5538,727,1,0,0,0,7.617606602
85,5,2015-03-13,5946,883,1,0,0,0,6.733861835
85,4,2015-03-12,5689,888,1,0,0,0,6.406531532
85,3,2015-03-11,5680,841,1,0,0,0,6.753864447
85,2,2015-03-10,5954,865,1,0,0,0,6.883236994
85,1,2015-03-09,6367,898,1,0,0,0,7.090200445
85,7,2015-03-08,7638,1070,1,0,0,0,7.138317757
85,6,2015-03-07,5279,713,1,0,0,0,7.403927069
85,5,2015-03-06,7086,1020,1,1,0,0,6.947058824
85,4,2015-03-05,6613,934,1,1,0,0,7.080299786
85,3,2015-03-04,7826,979,1,1,0,0,7.993871297
85,2,2015-03-03,7571,974,1,1,0,0,7.773100616
85,1,2015-03-02,8484,1139,1,1,0,0,7.448639157
85,7,2015-03-01,15153,1910,1,0,0,0,7.933507853
85,6,2015-02-28,6146,869,1,0,0,0,7.072497123
85,5,2015-02-27,7026,962,1,0,0,0,7.303534304
85,4,2015-02-26,6205,873,1,0,0,0,7.107674685
85,3,2015-02-25,6278,888,1,0,0,0,7.06981982
85,2,2015-02-24,5425,834,1,0,0,0,6.504796163
85,1,2015-02-23,6250,936,1,0,0,0,6.677350427
85,7,2015-02-22,12454,1757,1,0,0,0,7.088218554
85,6,2015-02-21,5444,802,1,0,0,0,6.788029925
85,5,2015-02-20,6708,952,1,1,0,0,7.046218487
85,4,2015-02-19,6447,918,1,1,0,0,7.022875817
85,3,2015-02-18,6553,924,1,1,0,0,7.091991342
85,2,2015-02-17,7141,968,1,1,0,0,7.377066116
85,1,2015-02-16,8644,1065,1,1,0,0,8.116431925
85,7,2015-02-15,12273,1724,1,0,0,0,7.118909513
85,6,2015-02-14,5591,808,1,0,0,0,6.919554455
85,5,2015-02-13,5810,933,1,0,0,0,6.227224009
85,4,2015-02-12,5710,853,1,0,0,0,6.694021102
85,3,2015-02-11,5556,845,1,0,0,0,6.575147929
85,2,2015-02-10,5312,838,1,0,0,0,6.338902148
85,1,2015-02-09,5957,915,1,0,0,0,6.510382514
85,7,2015-02-08,11453,1585,1,0,0,0,7.225867508
85,6,2015-02-07,5707,796,1,0,0,0,7.16959799
85,5,2015-02-06,6975,971,1,1,0,1,7.183316169
85,4,2015-02-05,6083,936,1,1,0,1,6.498931624
85,3,2015-02-04,6797,948,1,1,0,1,7.169831224
85,2,2015-02-03,7101,936,1,1,0,1,7.586538462
85,1,2015-02-02,8625,1095,1,1,0,1,7.876712329
85,7,2015-02-01,13899,1830,1,0,0,0,7.595081967
85,6,2015-01-31,6737,926,1,0,0,0,7.27537797
85,5,2015-01-30,7499,1027,1,1,0,0,7.301850049
85,4,2015-01-29,6168,907,1,1,0,0,6.800441014
85,3,2015-01-28,6613,935,1,1,0,0,7.072727273
85,2,2015-01-27,7161,902,1,1,0,0,7.93902439
85,1,2015-01-26,7583,1032,1,1,0,0,7.347868217
85,7,2015-01-25,7459,1093,1,0,0,0,6.824336688
85,6,2015-01-24,5137,796,1,0,0,0,6.453517588
85,5,2015-01-23,5704,844,1,0,0,0,6.758293839
85,4,2015-01-22,5937,844,1,0,0,0,7.03436019
85,3,2015-01-21,5877,844,1,0,0,0,6.963270142
85,2,2015-01-20,5057,822,1,0,0,0,6.152068127
85,1,2015-01-19,6038,975,1,0,0,0,6.192820513
85,7,2015-01-18,11754,1647,1,0,0,0,7.136612022
85,6,2015-01-17,4068,573,1,0,0,0,7.09947644
85,5,2015-01-16,7343,1019,1,1,0,0,7.206084396
85,4,2015-01-15,6284,872,1,1,0,0,7.206422018
85,3,2015-01-14,7048,939,1,1,0,0,7.505857295
85,2,2015-01-13,6673,920,1,1,0,0,7.25326087
85,1,2015-01-12,7967,1074,1,1,0,0,7.418063315
85,7,2015-01-11,10876,1488,1,0,0,0,7.309139785
85,6,2015-01-10,5760,757,1,0,0,0,7.608982827
85,5,2015-01-09,6974,936,1,1,0,0,7.450854701
85,4,2015-01-08,6429,881,1,1,0,0,7.29738933
85,3,2015-01-07,6930,947,1,1,0,0,7.317845829
85,2,2015-01-06,6854,930,1,1,0,0,7.369892473
85,1,2015-01-05,8482,1107,1,1,0,0,7.662149955
85,7,2015-01-04,9957,1504,1,0,0,0,6.620345745
85,6,2015-01-03,5951,840,1,0,0,0,7.08452381
85,5,2015-01-02,6252,856,1,0,0,1,7.303738318
85,4,2015-01-01,4576,703,1,0,a,1,6.509246088
85,3,2014-12-31,5377,743,1,0,0,1,7.236877524
85,2,2014-12-30,8490,1141,1,0,0,1,7.440841367
85,1,2014-12-29,6665,958,1,0,0,1,6.957202505
85,7,2014-12-28,11914,1506,1,0,0,0,7.911022576
85,6,2014-12-27,5686,863,1,0,0,0,6.588644264
85,5,2014-12-26,9741,1161,1,0,c,1,8.390180879
85,4,2014-12-25,7612,968,1,0,c,1,7.863636364
85,3,2014-12-24,3609,488,1,0,0,1,7.395491803
85,2,2014-12-23,8532,1159,1,0,0,1,7.36151855
85,1,2014-12-22,8088,1166,1,0,0,1,6.936535163
85,7,2014-12-21,8739,1188,1,0,0,0,7.356060606
85,6,2014-12-20,7533,984,1,0,0,0,7.655487805
85,5,2014-12-19,8671,1098,1,1,0,0,7.89708561
85,4,2014-12-18,8765,1063,1,1,0,0,8.245531515
85,3,2014-12-17,8513,1082,1,1,0,0,7.867837338
85,2,2014-12-16,8282,1035,1,1,0,0,8.001932367
85,1,2014-12-15,9509,1174,1,1,0,0,8.099659284
85,7,2014-12-14,13194,1736,1,0,0,0,7.600230415
85,6,2014-12-13,6764,878,1,0,0,0,7.703872437
85,5,2014-12-12,6610,933,1,0,0,0,7.084673098
85,4,2014-12-11,6044,912,1,0,0,0,6.627192982
85,3,2014-12-10,5683,847,1,0,0,0,6.709563164
85,2,2014-12-09,5821,914,1,0,0,0,6.368708972
85,1,2014-12-08,6960,979,1,0,0,0,7.109295199
85,7,2014-12-07,8394,1158,1,0,0,0,7.248704663
85,6,2014-12-06,6101,860,1,0,0,0,7.094186047
85,5,2014-12-05,9835,1204,1,1,0,0,8.168604651
85,4,2014-12-04,8249,1082,1,1,0,0,7.623844732
85,3,2014-12-03,9119,1122,1,1,0,0,8.12745098
85,2,2014-12-02,7245,945,1,1,0,0,7.666666667
85,1,2014-12-01,9096,1183,1,1,0,0,7.688926458
85,7,2014-11-30,15386,1833,1,0,0,0,8.393889798
85,6,2014-11-29,7461,981,1,0,0,0,7.605504587
85,5,2014-11-28,8836,1135,1,1,0,0,7.785022026
85,4,2014-11-27,7719,1006,1,1,0,0,7.672962227
85,3,2014-11-26,7496,968,1,1,0,0,7.743801653
85,2,2014-11-25,7636,989,1,1,0,0,7.720930233
85,1,2014-11-24,8259,1073,1,1,0,0,7.697110904
85,7,2014-11-23,12060,1707,1,0,0,0,7.065026362
85,6,2014-11-22,5787,824,1,0,0,0,7.023058252
85,5,2014-11-21,6193,893,1,0,0,0,6.935050392
85,4,2014-11-20,5395,821,1,0,0,0,6.571254568
85,3,2014-11-19,6061,868,1,0,0,0,6.982718894
85,2,2014-11-18,6086,866,1,0,0,0,7.027713626
85,1,2014-11-17,6051,942,1,0,0,0,6.423566879
85,7,2014-11-16,12932,1690,1,0,0,0,7.652071006
85,6,2014-11-15,5552,801,1,0,0,0,6.93133583
85,5,2014-11-14,6970,984,1,1,0,0,7.083333333
85,4,2014-11-13,6702,950,1,1,0,0,7.054736842
85,3,2014-11-12,6883,950,1,1,0,0,7.245263158
85,2,2014-11-11,6606,918,1,1,0,0,7.196078431
85,1,2014-11-10,8308,1044,1,1,0,0,7.957854406
85,7,2014-11-09,7487,1093,1,0,0,0,6.849954254
85,6,2014-11-08,5201,769,1,0,0,0,6.763328999
85,5,2014-11-07,6856,888,1,1,0,0,7.720720721
85,4,2014-11-06,5491,713,1,1,0,0,7.701262272
85,3,2014-11-05,6855,922,1,1,0,0,7.434924078
85,2,2014-11-04,7020,934,1,1,0,0,7.516059957
85,1,2014-11-03,8670,1135,1,1,0,0,7.63876652
85,7,2014-11-02,11557,1590,1,0,0,0,7.268553459
85,6,2014-11-01,5865,815,1,0,0,0,7.196319018
85,5,2014-10-31,6722,1017,1,0,0,1,6.609636185
85,4,2014-10-30,5862,848,1,0,0,1,6.912735849
85,3,2014-10-29,5227,807,1,0,0,1,6.477075589
85,2,2014-10-28,5977,843,1,0,0,1,7.090154211
85,1,2014-10-27,5708,952,1,0,0,1,5.995798319
85,7,2014-10-26,10524,1514,1,0,0,0,6.951122853
85,6,2014-10-25,5209,742,1,0,0,0,7.020215633
85,5,2014-10-24,6956,950,1,1,0,1,7.322105263
85,4,2014-10-23,6913,947,1,1,0,1,7.299894403
85,3,2014-10-22,6518,937,1,1,0,1,6.95624333
85,2,2014-10-21,6780,924,1,1,0,1,7.337662338
85,1,2014-10-20,8521,1134,1,1,0,1,7.514109347
85,7,2014-10-19,10221,1381,1,0,0,0,7.401158581
85,6,2014-10-18,4563,651,1,0,0,0,7.00921659
85,5,2014-10-17,6711,971,1,0,0,0,6.911431514
85,4,2014-10-16,6304,908,1,0,0,0,6.942731278
85,3,2014-10-15,5185,758,1,0,0,0,6.840369393
85,2,2014-10-14,5827,866,1,0,0,0,6.728637413
85,1,2014-10-13,6414,918,1,0,0,0,6.986928105
85,7,2014-10-12,13117,1762,1,0,0,0,7.444381385
85,6,2014-10-11,6096,840,1,0,0,0,7.257142857
85,5,2014-10-10,7435,1010,1,1,0,0,7.361386139
85,4,2014-10-09,6887,978,1,1,0,0,7.04192229
85,3,2014-10-08,6685,957,1,1,0,0,6.985370951
85,2,2014-10-07,7174,962,1,1,0,0,7.457380457
85,1,2014-10-06,8206,1049,1,1,0,0,7.822688275
85,7,2014-10-05,7923,1134,1,0,0,0,6.986772487
85,6,2014-10-04,6511,873,1,0,0,0,7.458190149
85,5,2014-10-03,13076,1796,1,1,a,0,7.280623608
85,4,2014-10-02,8067,1055,1,1,0,0,7.646445498
85,3,2014-10-01,7653,1011,1,1,0,0,7.569732938
85,2,2014-09-30,8594,1093,1,1,0,0,7.862763038
85,1,2014-09-29,8273,1059,1,1,0,0,7.812086874
85,7,2014-09-28,11147,1500,1,0,0,0,7.431333333
85,6,2014-09-27,5260,760,1,0,0,0,6.921052632
85,5,2014-09-26,6038,822,1,0,0,0,7.345498783
85,4,2014-09-25,5202,786,1,0,0,0,6.618320611
85,3,2014-09-24,4773,757,1,0,0,0,6.305151915
85,2,2014-09-23,5052,776,1,0,0,0,6.510309278
85,1,2014-09-22,5641,884,1,0,0,0,6.381221719
85,7,2014-09-21,11875,1652,1,0,0,0,7.188256659
85,6,2014-09-20,5183,783,1,0,0,0,6.619412516
85,5,2014-09-19,6650,945,1,1,0,0,7.037037037
85,4,2014-09-18,5971,880,1,1,0,0,6.785227273
85,3,2014-09-17,6559,930,1,1,0,0,7.052688172
85,2,2014-09-16,6651,896,1,1,0,0,7.422991071
85,1,2014-09-15,7614,1007,1,1,0,0,7.561072493
85,7,2014-09-14,12609,1692,1,0,0,0,7.45212766
85,6,2014-09-13,5082,721,1,0,0,0,7.048543689
85,5,2014-09-12,5446,859,1,0,0,0,6.339930151
85,4,2014-09-11,5659,841,1,0,0,0,6.728894174
85,3,2014-09-10,5329,875,1,0,0,0,6.090285714
85,2,2014-09-09,5318,806,1,0,0,0,6.598014888
85,1,2014-09-08,5962,907,1,0,0,0,6.573318633
85,7,2014-09-07,8080,1156,1,0,0,0,6.989619377
85,6,2014-09-06,5170,768,1,0,0,0,6.731770833
85,5,2014-09-05,6727,983,1,1,0,0,6.843336724
85,4,2014-09-04,6490,950,1,1,0,0,6.831578947
85,3,2014-09-03,7475,957,1,1,0,0,7.810867294
85,2,2014-09-02,7576,1000,1,1,0,0,7.576
85,1,2014-09-01,9215,1148,1,1,0,0,8.027003484
85,7,2014-08-31,14336,1992,1,0,0,0,7.196787149
85,6,2014-08-30,5795,803,1,0,0,0,7.216687422
85,5,2014-08-29,6336,924,1,0,0,0,6.857142857
85,4,2014-08-28,6016,925,1,0,0,0,6.503783784
85,3,2014-08-27,5146,819,1,0,0,0,6.283272283
85,2,2014-08-26,5693,838,1,0,0,0,6.793556086
85,1,2014-08-25,6306,910,1,0,0,0,6.92967033
85,7,2014-08-24,12063,1723,1,0,0,0,7.001160766
85,6,2014-08-23,5460,779,1,0,0,0,7.008985879
85,5,2014-08-22,6658,956,1,1,0,1,6.964435146
85,4,2014-08-21,6506,878,1,1,0,1,7.410022779
85,3,2014-08-20,6514,914,1,1,0,1,7.126914661
85,2,2014-08-19,7415,979,1,1,0,1,7.574055158
85,1,2014-08-18,8270,1105,1,1,0,1,7.484162896
85,7,2014-08-17,11707,1676,1,0,0,0,6.985083532
85,6,2014-08-16,4420,678,1,0,0,0,6.519174041
85,5,2014-08-15,5632,850,1,0,0,1,6.625882353
85,4,2014-08-14,5290,804,1,0,0,1,6.57960199
85,3,2014-08-13,6111,826,1,0,0,1,7.398305085
85,2,2014-08-12,5729,881,1,0,0,1,6.502837684
85,1,2014-08-11,6113,890,1,0,0,1,6.868539326
85,7,2014-08-10,12129,1686,1,0,0,0,7.193950178
85,6,2014-08-09,5242,792,1,0,0,0,6.618686869
85,5,2014-08-08,6565,954,1,1,0,1,6.881551363
85,4,2014-08-07,6605,944,1,1,0,1,6.996822034
85,3,2014-08-06,7098,979,1,1,0,1,7.250255363
85,2,2014-08-05,7055,930,1,1,0,1,7.586021505
85,1,2014-08-04,8779,1134,1,1,0,1,7.741622575
85,7,2014-08-03,12265,1713,1,0,0,0,7.159953298
85,6,2014-08-02,5845,830,1,0,0,0,7.042168675
85,5,2014-08-01,7855,1012,1,1,0,1,7.761857708
85,4,2014-07-31,8121,1049,1,1,0,1,7.741658723
85,3,2014-07-30,7207,952,1,1,0,1,7.570378151
85,2,2014-07-29,7078,943,1,1,0,1,7.50583245
85,1,2014-07-28,7915,1035,1,1,0,1,7.647342995
85,7,2014-07-27,11045,1585,1,0,0,0,6.968454259
85,6,2014-07-26,5033,766,1,0,0,0,6.570496084
85,5,2014-07-25,5246,868,1,0,0,1,6.043778802
85,4,2014-07-24,5610,824,1,0,0,1,6.808252427
85,3,2014-07-23,5388,834,1,0,0,1,6.460431655
85,2,2014-07-22,5541,834,1,0,0,1,6.643884892
85,1,2014-07-21,5875,897,1,0,0,1,6.54960981
85,7,2014-07-20,10696,1537,1,0,0,0,6.959011061
85,6,2014-07-19,4751,731,1,0,0,0,6.499316005
85,5,2014-07-18,6906,1000,1,1,0,1,6.906
85,4,2014-07-17,6874,966,1,1,0,1,7.115942029
85,3,2014-07-16,6952,947,1,1,0,1,7.341077086
85,2,2014-07-15,7011,927,1,1,0,1,7.563106796
85,1,2014-07-14,7293,1014,1,1,0,1,7.192307692
85,7,2014-07-13,13596,1812,1,0,0,0,7.503311258
85,6,2014-07-12,5786,827,1,0,0,0,6.99637243
85,5,2014-07-11,6327,979,1,0,0,1,6.462717058
85,4,2014-07-10,5666,860,1,0,0,1,6.588372093
85,3,2014-07-09,6799,976,1,0,0,1,6.966188525
85,2,2014-07-08,5920,885,1,0,0,0,6.689265537
85,1,2014-07-07,6241,1000,1,0,0,0,6.241
85,7,2014-07-06,13119,1870,1,0,0,0,7.015508021
85,6,2014-07-05,5872,820,1,0,0,0,7.16097561
85,5,2014-07-04,7072,1105,1,1,0,0,6.4
85,4,2014-07-03,7083,996,1,1,0,0,7.111445783
85,3,2014-07-02,8513,1033,1,1,0,0,8.241045499
85,2,2014-07-01,8273,1043,1,1,0,0,7.931927133
85,1,2014-06-30,9688,1224,1,1,0,0,7.91503268
85,7,2014-06-29,13465,1772,1,0,0,0,7.598758465
85,6,2014-06-28,5417,801,1,0,0,0,6.762796504
85,5,2014-06-27,6627,958,1,0,0,0,6.917536534
85,4,2014-06-26,5991,908,1,0,0,0,6.598017621
85,3,2014-06-25,6319,958,1,0,0,0,6.596033403
85,2,2014-06-24,5690,850,1,0,0,0,6.694117647
85,1,2014-06-23,6179,984,1,0,0,0,6.279471545
85,7,2014-06-22,12640,1769,1,0,0,0,7.145279819
85,6,2014-06-21,5141,824,1,0,0,0,6.23907767
85,5,2014-06-20,6962,1022,1,1,0,0,6.812133072
85,4,2014-06-19,7036,986,1,1,0,0,7.135902637
85,3,2014-06-18,7015,995,1,1,0,0,7.050251256
85,2,2014-06-17,7201,936,1,1,0,0,7.693376068
85,1,2014-06-16,8136,1091,1,1,0,0,7.457378552
85,7,2014-06-15,12348,1673,1,0,0,0,7.380753138
85,6,2014-06-14,5081,789,1,0,0,0,6.439797212
85,5,2014-06-13,6399,920,1,0,0,0,6.955434783
85,4,2014-06-12,5704,881,1,0,0,0,6.47446084
85,3,2014-06-11,5957,897,1,0,0,0,6.641025641
85,2,2014-06-10,6746,999,1,0,0,0,6.752752753
85,1,2014-06-09,12815,1911,1,0,a,0,6.705913134
85,7,2014-06-08,12346,1852,1,0,0,0,6.666306695
85,6,2014-06-07,6266,987,1,0,0,0,6.348530902
85,5,2014-06-06,7821,1091,1,1,0,0,7.168652612
85,4,2014-06-05,7078,995,1,1,0,0,7.113567839
85,3,2014-06-04,7175,960,1,1,0,0,7.473958333
85,2,2014-06-03,7519,980,1,1,0,0,7.67244898
85,1,2014-06-02,9424,1134,1,1,0,0,8.310405644
85,7,2014-06-01,11528,1628,1,0,0,0,7.081081081
85,6,2014-05-31,5896,858,1,0,0,0,6.871794872
85,5,2014-05-30,7055,1002,1,0,0,1,7.040918164
85,4,2014-05-29,14415,1918,1,0,a,0,7.515641293
85,3,2014-05-28,7429,1111,1,0,0,0,6.686768677
85,2,2014-05-27,6057,911,1,0,0,0,6.648737651
85,1,2014-05-26,6475,950,1,0,0,0,6.815789474
85,7,2014-05-25,11655,1679,1,0,0,0,6.941631924
85,6,2014-05-24,5741,819,1,0,0,0,7.00976801
85,5,2014-05-23,7148,998,1,1,0,0,7.162324649
85,4,2014-05-22,7046,1029,1,1,0,0,6.847424684
85,3,2014-05-21,6450,936,1,1,0,0,6.891025641
85,2,2014-05-20,6471,890,1,1,0,0,7.270786517
85,1,2014-05-19,8599,1105,1,1,0,0,7.781900452
85,7,2014-05-18,10400,1503,1,0,0,0,6.919494345
85,6,2014-05-17,5523,763,1,0,0,0,7.23853211
85,5,2014-05-16,5712,868,1,0,0,0,6.580645161
85,4,2014-05-15,5239,850,1,0,0,0,6.163529412
85,3,2014-05-14,5495,826,1,0,0,0,6.652542373
85,2,2014-05-13,5150,812,1,0,0,0,6.342364532
85,1,2014-05-12,5613,909,1,0,0,0,6.174917492
85,7,2014-05-11,11528,1555,1,0,0,0,7.413504823
85,6,2014-05-10,5171,748,1,0,0,0,6.913101604
85,5,2014-05-09,7179,967,1,1,0,0,7.423991727
85,4,2014-05-08,6274,902,1,1,0,0,6.955654102
85,3,2014-05-07,7044,991,1,1,0,0,7.107971746
85,2,2014-05-06,7453,973,1,1,0,0,7.659815005
85,1,2014-05-05,9165,1122,1,1,0,0,8.168449198
85,7,2014-05-04,8298,1183,1,0,0,0,7.014370245
85,6,2014-05-03,5885,818,1,0,0,0,7.194376528
85,5,2014-05-02,8351,1093,1,1,0,1,7.640439158
85,4,2014-05-01,11656,1609,1,1,a,0,7.244251088
85,3,2014-04-30,9281,1166,1,1,0,0,7.959691252
